Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
Berlitz Language Center,Educational Institution,"educational_institution, point_of_interest, establishment","Walnut Creek, CA 94596, USA",https://www.berlitz.com/,ChIJVVVVVYWKj4ARvlliF9qo2zs
Global Fertility Services,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJVVVVVYWKj4ARiXwSo47riJk
Brumfield Interiors,Store,"point_of_interest, store, service, establishment","Walnut Creek, CA 94596, USA",,ChIJVVVVVYWKj4ARlR6dCiVREOc
EBMUD Water Tank,Government Office,"government_office, service, point_of_interest, manufacturer, establishment","Unnamed Road, Walnut Creek, CA 94598, USA",,ChIJXyBerL-Lj4ARFR2yoeWZz8I
Diablo Foothills Regional Park,Park,"park, tourist_attraction, point_of_interest, establishment","1700 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://www.ebparks.org/parks/diablo-foothills,ChIJE2wenbaKj4AROFrPAhSltek
Vista above Borges Ranch,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Briones to Mount Diablo Regional Trail, Walnut Creek, CA 94598, USA",,ChIJt6SGz_uLj4ARLWT5dZdUkak
Eastrock Landscape,General Contractor,"general_contractor, service, point_of_interest, establishment","3046 Stonegate Dr, Alamo, CA 94507, USA",http://eastrocklandscape.com/,ChIJNw0zFc-Kj4ARCAVAP-0Wv_8
Old Borges Ranch,Ranch,"ranch, tourist_attraction, farm, historical_landmark, historical_place, service, point_of_interest, establishment","1035 Castle Rock Rd, Walnut Creek, CA 94598, USA",http://www.ci.walnut-creek.ca.us/Home/Components/FacilityDirectory/FacilityDirectory/16/664,ChIJdyjchAJghYARt-b0rWv_hLU
Ridge Top meets Briones-Mt Diablo Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Briones to Mount Diablo Regional Trail, Walnut Creek, CA 94598, USA",,ChIJ4yR9jLmLj4AR5WkESj9CzCI
Laundry services,Laundry,"laundry, service, point_of_interest, establishment","84 Danbury Ct, Alamo, CA 94507, USA",,ChIJVVXlj8WKj4ARntCmttY160M
chrisstaffordmusic,,"point_of_interest, establishment","109 Warwick Ct, Alamo, CA 94507, USA",https://chrisstaffordmusic.com/,ChIJP6NzYdCLj4ARuEm0i53tV20
Junction of Diablo Scenic Trail and Shell Ridge trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Elise Ct, Walnut Creek, CA 94598, USA",,ChIJATxaBGuLj4ARB_i44uC3kbA
Old Borges Ranch Picnic Grounds,Park,"park, point_of_interest, establishment","1035 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJAQDAl6-Kj4ARXJKSsiT5lIk
Mammoth Rock,Scenic Spot,"scenic_spot, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJK5ahATT1j4ARGU9SRWq-epo
Patrick Hanna Grove Picnic Area,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Old Borges Ranch Picnic Grounds, 1035 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJd7wcPviLj4AR-njWlkY5SS8
Borges Ranch Run Parking,Transportation Service,"transportation_service, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJ__8Pn6-Kj4ARA4cnb6nEpms
Castle Rock Pool,Swimming Pool,"swimming_pool, sports_activity_location, point_of_interest, establishment","1700 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://www.ebparks.org/activities/swimming/facilities.htm#castle_rock,ChIJHR6KzbKKj4ARdGBBJUDd6Q0
Pine Canyon,,"point_of_interest, establishment","1700 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJg3EUDDX1j4ARLzr6TE9tjAQ
Castle Rock Regional Recreation Area,Park,"park, tourist_attraction, point_of_interest, establishment","1700 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://www.ebparks.org/parks/castle-rock,ChIJdc8tM7OKj4ARl9cpQQZiGwM
End of Rockspring Place Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","2085-90 Rockspring Pl, Walnut Creek, CA 94596, USA",,ChIJUZokRAGLj4ARGEam71vY4Aw
Babies To Sleep,Consultant,"medical_clinic, consultant, service, point_of_interest, health, establishment","774 Fair Oaks Dr, Alamo, CA 94507, USA",,ChIJi-Cgk8OKj4ARVbsN_9CMn58
"Livorna Staging Area, Diablo Foothills Regional Park",Park,"park, point_of_interest, establishment","Livorna Rd, Alamo, CA 94507, USA",https://www.ebparks.org/parks/diablo-foothills,ChIJ-2dlfsOKj4AR8WNX_BepHn0
U.S. Bank-Mortgage Sales Supervisor-Laurie O'Callahan,Banking and Finance,"finance, point_of_interest, service, establishment","U.S. Bank Area Served, Walnut Creek, CA 94598, USA",https://mortgage.usbank.com/ca-walnut-creek-laurie-ocallaghan?utm_source=gmb&utm_medium=organic&utm_campaign=local,ChIJoxRpYiUfm4ARG4VQW0KIQ6k
Online Chemistry Tutoring,,"point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJr20RxkX1j4AR85vWRQr-bzA
Mount Diablo Goldfish Pond,Tourist Attraction,"tourist_attraction, point_of_interest, establishment","Mothers Trail, Walnut Creek, CA 94598, USA",,ChIJR414DwD1j4ARsLmxqRL17P0
Juniper Campground,Campground,"campground, lodging, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJezyWt030j4ARzKyRjgfXhSQ
Restrooms,Public Bathroom,"public_bathroom, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJTwPe7lP1j4ARDKef7RRa4tw
Diablo Valley Overlook,State Park,"state_park, park, point_of_interest, establishment","Summit Rd, Walnut Creek, CA 94598, USA",https://www.parks.ca.gov/?page_id=517,ChIJu1j5I5r1j4ARzNf4GYhH_xg
Muir Picnic Area,Picnic Ground,"picnic_ground, point_of_interest, establishment","Contra Costa County, CA 94598, USA",,ChIJ43FTXQD1j4ARd79UpUtjWwA
Juniper Trail,Hiking Area,"hiking_area, park, sports_activity_location, point_of_interest, establishment","Juniper Trail, Walnut Creek, CA 94598, USA",,ChIJEdcYqTf0j4ARirDS1doqoDE
Mt Diablo Summit Barbecue Area,Barbecue area,"barbecue_area, point_of_interest, establishment","Contra Costa County, CA 94598, USA",,ChIJu83v7iv1j4ARf6En3yW9dK8
Restrooms,Public Bathroom,"public_bathroom, point_of_interest, establishment","Contra Costa County, CA 94598, USA",,ChIJ9SvoXqv1j4ART7o5srVKP3M
Mount Diablo State Park,State Park,"state_park, hiking_area, tourist_attraction, park, sports_activity_location, point_of_interest, establishment","Summit Rd, Walnut Creek, CA 94598, USA",http://www.parks.ca.gov/?page_id=517,ChIJd-5S93_1j4ARh-CL00D3VG0
Mary Bowerman Interpretive Trail,Hiking Area,"hiking_area, park, sports_activity_location, point_of_interest, establishment","Fire Interpretive Trail, Walnut Creek, CA 94598, USA",https://www.mdia.org/mary-bowerman-interpretive-trail,ChIJO0FFcTH0j4ARYMmCyG-aE_M
Upper Summit Parking Lot,Parking Lot,"parking_lot, parking, transportation_service, point_of_interest, service, establishment","Summit Rd, Walnut Creek, CA 94598, USA",http://www.parks.ca.gov/pages/517/files/MtDiabloVisitorCtrMap2011.pdf,ChIJQVn2vzH0j4ARy0CY7W_QHaU
Mt Diablo Viewpoint,Public Bathroom,"public_bathroom, point_of_interest, establishment","Fire Interpretive Trail, Walnut Creek, CA 94598, USA",,ChIJP0pIMAD1j4ARiyu0mlGuwFY
Water Fountain,,"point_of_interest, establishment","Contra Costa County, CA 94598, USA",,ChIJKR0cjsj1j4ARoAsaCGWguhw
Restrooms,Public Bathroom,"public_bathroom, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJP0OenjD1j4ARwR53EVB4IPk
Mount Diablo Summit Visitor Center,Museum,"museum, hiking_area, tourist_attraction, sports_activity_location, point_of_interest, establishment","Summit Rd, Walnut Creek, CA 94598, USA",https://www.mdia.org/summit-museum,ChIJKd3yK3xfhYARA1PcSEcmbrk
Devil's Elbow,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Summit Trail, Walnut Creek, CA 94598, USA",,ChIJ_UtcTgD1j4ARGm6Up0GATWc
North Peak,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Clayton, CA 94517, USA",,ChIJIxcklX_2j4ARWtMjuxCxmSs
Diablo Bowmen,Sports Club,"sports_club, sports_activity_location, association_or_organization, point_of_interest, establishment","Oak Hill Ln, Clayton, CA 94517, USA",http://diablo-bowmen.org/,ChIJk6PaS6tghYAR6bowAg1i4kQ
Sienna Ranch,Child Care Agency,"ranch, farm, child_care_agency, educational_institution, point_of_interest, service, establishment","3232 Deer Hill Rd, Lafayette, CA 94549, USA",http://www.siennaranch.net/,ChIJt-owMzFihYAR3bZJkKmuEFQ
Honeybear trees,Farm,"farm, point_of_interest, wholesaler, service, establishment","3233 Deer Hill Rd, Lafayette, CA 94549, USA",https://honeybearchristmastrees.com/,ChIJdWSVgKNjhYARETQdVmzXWLc
Central Gas,Gas Station,"gas_station, point_of_interest, service, establishment","3255 Stanley Blvd, Lafayette, CA 94549, USA",,ChIJgWsSHABjhYARHgv9nxQ9Uo0
Shell,Gas Station,"gas_station, convenience_store, food_store, food, point_of_interest, store, service, establishment","3255 Stanley Blvd, Lafayette, CA 94549, USA",https://find.shell.com/us/fuel/10007960-3255-stanley-blvd/en_US,ChIJHaacpTFihYARHfsCps7OuU4
Acalanes Performing Arts Boosters,Association / Organization,"point_of_interest, association_or_organization, establishment","1200 Pleasant Hill Rd, Lafayette, CA 94549, USA",https://www.ahsperformingarts.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4743475568852435204,ChIJ-SNw9TRjhYARmEQSctCpS80
Acalanes High School,High school,"secondary_school, school, educational_institution, government_office, point_of_interest, establishment","1200 Pleasant Hill Rd, Lafayette, CA 94549, USA",https://www.acalanes.k12.ca.us/Page/151,ChIJS6QiMDJihYARswhGXvI5h-E
Stanley Blvd and Acalanes High School,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJvxxKwDFihYARW3Zl8AWW70I
Z&R Construction Co.,General Contractor,"general_contractor, point_of_interest, service, establishment","1137 Perales St, Lafayette, CA 94549, USA",http://zrconstruction.com/,ChIJTx9jCTBihYARhBoRS1b4NXw
Acalanes Tennis Courts,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJ7SUwKwBjhYARNjH242XWFRc
Lafayette ridge trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Lafayette Ridge Trail, Lafayette, CA 94549, USA",,ChIJxS38fwBjhYAR-4VPpGiAvHI
Johnson's Field,Sports Club,"sports_club, point_of_interest, association_or_organization, establishment","3200 Stanley Blvd, Lafayette, CA 94549, USA",,ChIJA5oQGhRjhYAR_zcNo_mqvCw
Acalanes Union High School District,,"point_of_interest, establishment","1212 Pleasant Hill Rd, Lafayette, CA 94549, USA",http://www.acalanes.k12.ca.us/,ChIJfY4VmDNihYARKz9jaFS2YyA
Acalanes Park,Park,"park, point_of_interest, establishment","1200 Pleasant Hill Rd, Lafayette, CA 94549, USA",http://ci.lafayette.ca.us/index.aspx?page=73,ChIJJbE8NzJihYAReJSil1kOl-k
KKISFM-FM Walnut Creek,Television studio,"television_studio, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJJ6yPVCVihYARMl7BPDUji4U
Acalanes Ave and Nogales St,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJD04e6C9ihYARmXoBDoQhF1U
Happy Days Learning Center,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","3205 Stanley Blvd, Lafayette, CA 94549, USA",https://www.happydayslafayette.com/,ChIJAQpwHy5ihYARL1h-xKXDISs
Living Hope Fellowship,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","3201 Stanley Blvd, Lafayette, CA 94549, USA",http://www.thelivinghopefellowship.org/,ChIJuRYnMS5ihYAR0Jaw5D3AyrI
First Steps Learning Center,Child Care Agency,"child_care_agency, point_of_interest, service, establishment","3201 Stanley Blvd, Lafayette, CA 94549, USA",https://www.first-steps-learning-center.com/,ChIJuRYnMS5ihYAR-LFJvC7h8rc
Mt Diablo Blvd and Lafayette Cemetery,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJa50AijlihYAR22l0-4_7t10
Springbrook Pool,Sports Activity Location,"sports_activity_location, point_of_interest, establishment","3200 Stanley Blvd, Lafayette, CA 94549, USA",http://www.springbrookpool.com/,ChIJhVUJADJihYAR2XGSasGeWlg
Contra Costa Midrasha,Educational Institution,"educational_institution, point_of_interest, establishment","25 Hillcroft Way, Walnut Creek, CA 94597, USA",https://www.ccmidrasha.com/,ChIJ761mfc5hhYAR3ntGeghSbpI
Congregation B'nai Tikvah,Synagogue,"synagogue, place_of_worship, association_or_organization, point_of_interest, establishment","25 Hillcroft Way, Walnut Creek, CA 94597, USA",https://tikvaheastbay.org/,ChIJGyD7XolhhYARpti7jRKAJJk
Active Reading Center,,"point_of_interest, establishment","25 Hillcroft Way, Walnut Creek, CA 94597, USA",http://activereadingcenter.org/,ChIJXzF7XolhhYARmEItfSJigt4
Airmail Navigation Arrow,Historical Landmark,"historical_landmark, historical_place, point_of_interest, establishment","173 Oakvale Rd, Walnut Creek, CA 94597, USA",,ChIJbQJa1YhhhYAR11RO9fj0AO4
Cewaforsukrupa,Point of interest,"point_of_interest, establishment","126 Hillcroft Way, Walnut Creek, CA 94597, USA",,ChIJVVVRfolhhYARfmOvE8GAGnc
D.M. Construction,General Contractor,"general_contractor, point_of_interest, service, establishment","34 Cuesta Way, Walnut Creek, CA 94597, USA",http://mydmconstruction.com/,ChIJR-fwDnlhhYARb1evH3o1ti0
Lets Spread Beauty Photography,Services,"point_of_interest, service, establishment","408 Oakvale Ct, Walnut Creek, CA 94597, USA",http://www.letsspreadbeauty.com/,ChIJq6oWjI5hhYARoO8kz1E7E0M
Acalanes Ridge Open Space Acalanes South Trail,Park,"park, point_of_interest, establishment","1215 Bacon Way, Lafayette, CA 94549, USA",,ChIJCei7AWxhhYARp_Wgalsfy-4
Inlab Skinglow,Skin Care Clinic,"skin_care_clinic, point_of_interest, medical_clinic, health, establishment","2764 Camino Diablo, Walnut Creek, CA 94597, USA",https://inlabskinglow.com/,ChIJ9Sg3I39hhYAR5xeEvSvLW5Q
"NC Roofing Solution, Inc",Roofing Contractor,"roofing_contractor, point_of_interest, service, establishment","2764 Camino Diablo, Walnut Creek, CA 94597, USA",https://ncroofingsolution.com/?utm_campaign=gmb,ChIJKZdVMuZhhYARIeELmWtDD1s
Brooks Motor Cars,Car repair and maintenance service,"car_repair, point_of_interest, service, establishment","2800 Camino Diablo, Walnut Creek, CA 94597, USA",https://brooksmotorcars.com/brooks-motor-cars-of-walnut-creek/,ChIJA08QPIphhYARieqqFUWH-pM
ewfd 23,Rest Stop,"rest_stop, point_of_interest, establishment","Rebecca Ct, Walnut Creek, CA 94597, USA",,ChIJA4VS8ohhhYAR0UJhSHb2-eY
KSS Spanish Immersion Preschool Walnut Creek,Preschool,"preschool, school, child_care_agency, point_of_interest, educational_institution, service, establishment","2780 Camino Diablo, Walnut Creek, CA 94597, USA",https://www.ksspreschool.com/our-locations/walnut-creek?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=KSSWalnutCreek,ChIJq8xnR4phhYARHNxrqaE2dyE
Scott's Catering,Caterer,"catering_service, food_delivery, food, point_of_interest, service, establishment","2770 Camino Diablo Suite B, Walnut Creek, CA 94597, USA",http://scottsjls.com/,ChIJTf9OyjLzj4ARMwdusH5UtyY
California Exterminating Service,Services,"point_of_interest, service, establishment","2770 Camino Diablo Suite D, Walnut Creek, CA 94597, USA",https://www.calextsvc.com/,ChIJ5y037YXtj4ARIX4zQ7QgJNQ
Scott’s Catering Services,Caterer,"catering_service, food_delivery, food, point_of_interest, service, establishment","2770 Camino Diablo Suite B, Walnut Creek, CA 94597, USA",https://scottsjls.com/services/catering-services/,ChIJKSdaSIphhYARhiS4Yp7NwqA
Frank & Paul's Auto Repair,Car repair and maintenance service,"car_repair, point_of_interest, service, establishment","2770 Camino Diablo, Walnut Creek, CA 94597, USA",,ChIJxxnwSIphhYARcDmLw9rJI20
U.S. Alloys Co.,Store,"supplier, manufacturer, store, point_of_interest, establishment","2756 Camino Diablo, Walnut Creek, CA 94597, USA",https://www.usalloys.biz/?utm_source=gmb&utm_medium=organic,ChIJYx2ztIthhYARX4shoLVu9k0
Keystone Motors,Car Dealer,"car_dealer, store, point_of_interest, establishment","2770 Camino Diablo STE E, Walnut Creek, CA 94597, USA",http://www.keystonemotor.com/,ChIJ4yQ6SIphhYARGhjPcWS4O38
Infidelity,Point of interest,"point_of_interest, establishment","2930 Camino Diablo, Walnut Creek, CA 94597, USA",https://www.catherineferreirapsyd.com/contact,ChIJAQBQ_IlhhYARLlZMQ4sON4Q
Creaker Softball League,Point of interest,"point_of_interest, establishment","1375 Civic Dr, Walnut Creek, CA 94596, USA",https://www.walnutcreekseniorsoftball.org/content.aspx?page_id=4&club_id=217507,ChIJVVWl7b9hhYAR9mzakCyn3Xg
Blink Charging Station,Electric Vehicle Charging Station,"electric_vehicle_charging_station, transportation_service, point_of_interest, establishment","1644 N Broadway, Walnut Creek, CA 94596, USA",http://www.blinkcharging.com/,ChIJzd_7779hhYARb9stUBhJHX8
Civic Park Community Center,Community Center,"community_center, event_venue, local_government_office, government_office, service, point_of_interest, establishment","1375 Civic Dr, Walnut Creek, CA 94596, USA",https://www.walnutcreekartsrec.org/,ChIJT0_HW7BhhYARxQaiuL4LfGw
Prologue Coffee & Tea,Coffee Shop,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment","1644 N Broadway, Walnut Creek, CA 94596, USA",https://prologue-coffee.com/,ChIJCfWnT-phhYARWWHVNX4fZ9U
Friends of the Walnut Creek Library,Non-Profit Organization,"non_profit_organization, association_or_organization, point_of_interest, establishment","1644 N Broadway, Walnut Creek, CA 94596, USA",http://www.wclibraryfriends.org/,ChIJ4-YH179hhYAR34km0rH0g4M
Walnut Creek Library - Contra Costa County Library,Library,"library, service, point_of_interest, establishment","1644 N Broadway, Walnut Creek, CA 94596, USA",https://ccclib.org/locations/26/,ChIJ4-YH179hhYARoFgpB1qJopk
Hand of Peace by Beniamino Bufano,Sculpture,"sculpture, point_of_interest, establishment","Walnut Creek, CA 94596, USA",https://www.dailykos.com/stories/2016/8/8/1557878/-Street-Prophets-The-Hand-of-Peace-by-Beniamino-Bufano,ChIJF2C0a2xhhYARWSOF4TcpwW4
N Broadway and Lincoln Ave,Transit station,"transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJ8cT_3b9hhYARRw37U7RqLss
Civic Park Community Center - Assembly Hall,Event Venue,"event_venue, banquet_hall, wedding_venue, service, point_of_interest, establishment","1375 Civic Dr, Walnut Creek, CA 94596, USA",https://www.walnutcreekartsrec.org/parks-facilities/facility-rentals,ChIJN4p-CjphhYARVYHgHIDqkc4
Market Day At Civic Park Community Center,Point of interest,"point_of_interest, establishment","1375 Civic Dr, Walnut Creek, CA 94596, USA",,ChIJv4bk6r9hhYARaSkiDQ9yVJI
Library Garage,Parking Lot,"parking_lot, parking, transportation_service, service, point_of_interest, establishment","1254 Lincoln Ave, Walnut Creek, CA 94596, USA",https://ccclib.org/locations/26/,ChIJ9XiLCsBhhYARbqRGnIAxy1Q
Walnut Creek Art & Wine,Event Venue,"event_venue, point_of_interest, establishment","1375 Civic Dr, Walnut Creek, CA 94596, USA",,ChIJ1zK1JgBhhYARzxVrcuRdbYU
Walnut Creek Library Cafe,Cafe,"cafe, food, point_of_interest, establishment","1644 N Broadway, Walnut Creek, CA 94596, USA",https://prologue-coffee.com/,ChIJwQca-r9hhYARzaO8qqwDqJ0
Benvenuti Ristorante,Italian Restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment","1627 N Broadway, Walnut Creek, CA 94596, USA",http://benvenutiwc.com/,ChIJYWU44b9hhYARvi-xn9Vd-rc
N Broadway and Civic Dr,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJFf122L9hhYARTqISnmorpiM
Galleria Shades and Shutters,Store,"service, store, point_of_interest, establishment","1611 N Broadway, Walnut Creek, CA 94596, USA",http://galleriashadesandshutters.com/,ChIJ_TKD_r9hhYARH7NqO_S31dY
Shine Organic Hair Salon,Hair Salon,"hair_salon, hair_care, service, point_of_interest, establishment","1625 N Broadway, Walnut Creek, CA 94596, USA",https://shineorganichair.wixsite.com/shine-organic-hair-s,ChIJ_10q7NVhhYARCfgmbngBBos
Change With Time,Medical Clinic,"medical_clinic, hair_care, health, point_of_interest, establishment","1625 N Broadway, Walnut Creek, CA 94596, USA",,ChIJxfZF4b9hhYARhD6LY0sGf-Q
MA Ru K,Health,"health, point_of_interest, establishment","1615 N Broadway, Walnut Creek, CA 94596, USA",,ChIJIxn1479hhYARQ_fUHwj5rlo
Kang Fu Center,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","1615 N Broadway, Walnut Creek, CA 94596, USA",http://www.kangfu.net/,ChIJIxn1479hhYAR4i-7lqlutKc
WORLD ALTERING MEDICINE,Association / Organization,"association_or_organization, point_of_interest, establishment","31 Russell Ct, Walnut Creek, CA 94598, USA",,ChIJq6oOzMxhhYARKr58hTkVkls
"AAM ELECTRICIAN, INC.",Electrician,"electrician, point_of_interest, service, establishment","430 Summit Rd, Walnut Creek, CA 94598, USA",,ChIJcaMHiIVoNEgRGty3VuEUiEk
Sturtz Howard MD,Doctor,"doctor, health, point_of_interest, establishment","485 Muller Rd, Walnut Creek, CA 94598, USA",,ChIJZ2hXTcthhYARvp_yrhO9Z7c
Paradigm Building,General Contractor,"general_contractor, point_of_interest, service, establishment","471 Muller Rd, Walnut Creek, CA 94598, USA",,ChIJHfUyNsthhYARDjVHLkEMzXI
Stronghold Roofing Roofing,Roofing Contractor,"roofing_contractor, point_of_interest, service, establishment","179 Gordon Rd, Walnut Creek, CA 94598, USA",,ChIJvelygx9hhYARfRaSzaP4-R8
StormGuard RoofingRoofing,Building Materials Store,"building_materials_store, point_of_interest, store, establishment","460 Marshall Dr, Walnut Creek, CA 94598, USA",,ChIJO-GQ_VdhhYARV8R9JCEkIns
Instepper Soccer Mentoring Programs,Sports Club,"sports_club, health, point_of_interest, service, association_or_organization, establishment","668 La Vista Rd, Walnut Creek, CA 94598, USA",https://instepper.com/,ChIJt8E9Rt5hhYARjkEUNWhPJsU
Instepper,Sports Club,"sports_club, health, point_of_interest, service, association_or_organization, establishment","668 La Vista Road, Walnut Creek, CA, 94598-4809, Walnut Creek, CA 94598, USA",https://instepper.com/,ChIJS-nMsg5hhYARtmqI7oo6Wo4
Work & Relax! Updated Walnut Creek Home w/ Office,Lodging,"lodging, point_of_interest, establishment","Shell Ridge, CA 94598, USA",http://g.rentalsunited.com/gate.aspx?uid=554691&url=1&pid=4194730&lc=google,ChIJUSllhDRghYARxmeDn2RA_-0
Vaca Law Group,Attorney,"lawyer, consultant, point_of_interest, service, establishment","378 Marshall Dr, Walnut Creek, CA 94598, USA",,ChIJbyG4jcphhYARy_4QSjBAgvk
Gan B'nai Shalom Preschool,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","74 Eckley Ln, Walnut Creek, CA 94596, USA",http://bshalom.org/,ChIJb9ZfhM5hhYARZDUp5f1eJxE
Congregation B'nai Shalom,Synagogue,"synagogue, place_of_worship, point_of_interest, association_or_organization, establishment","74 Eckley Ln, Walnut Creek, CA 94596, USA",http://www.bshalom.org/,ChIJ761mfc5hhYAR15twdoKfHYs
Smoothway Express,Point of interest,"point_of_interest, establishment","216 Lombardi Cir, Walnut Creek, CA 94598, USA",,ChIJAQCUQTJghYARF9cnFnuoyJ8
Water fontain,,"point_of_interest, establishment","55 Eckley Ln, Walnut Creek, CA 94596, USA",,ChIJRXdxGXJhhYARZelZSVZIPVM
Indian Valley Swim Club,Sports Club,"sports_club, point_of_interest, association_or_organization, establishment","404 Marshall Dr, Walnut Creek, CA 94598, USA",http://www.ivsc.net/,ChIJvVyq0cphhYARSoiFi0OU5Ss
Open Families,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","281 Lombardi Cir, Walnut Creek, CA 94598, USA",https://openfamilies.org/about-us/,ChIJAQAscTJghYARGVkH119Lqu0
Mt Diablo Unitarian Universalist Church (MDUUC),Place of Worship,"banquet_hall, church, place_of_worship, wedding_venue, event_venue, point_of_interest, service, association_or_organization, establishment","55 Eckley Ln, Walnut Creek, CA 94596, USA",http://www.mduuc.org/,ChIJIx0kvs5hhYARosoSl0yUUIA
Beeopic California,Farm,"farm, point_of_interest, service, establishment","240 Summit Rd, Walnut Creek, CA 94598, USA",https://www.beeopic-beekeeping.com/,ChIJVV2WDllkhYARqXQsZHrLby0
Old Firehouse School Walnut Creek,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","55 Eckley Ln, Walnut Creek, CA 94596, USA",http://www.oldfirehouseschool.com/,ChIJIx0kvs5hhYARkZkVnRGKWBA
"Robert S. Campbell, MFT",Health,"health, point_of_interest, service, establishment","285 Nob Hill Dr, Walnut Creek, CA 94596, USA",,ChIJmY3VCtJhhYAR7ztGf-TCVSk
Teri Leichenger Memorial Bench,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","VXXJ+HM, Walnut Creek, CA 94598, USA",,ChIJldmWHyWLj4AR17LP7uo_l8c
Daisy D. Memorial Bench,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Shell Ridge Open Space, Upper Buck Trail, Walnut Creek, CA 94598, USA",,ChIJRXA_rkiLj4ARbZLqw8Bgrgk
Mini-rock city,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","WX2M+C3, Walnut Creek, CA 94598, USA",,ChIJBe9bzeJhhYARzgv7u_NFEOc
Paul Hawthorne Memorial Bench,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Ridge Top Trail, Walnut Creek, CA 94598, USA",,ChIJGSRvBABhhYARdsCXHP6DYug
BOOKS for the BARRIOS,Association / Organization,"book_store, association_or_organization, service, store, point_of_interest, establishment","1125 Wiget Ln, Walnut Creek, CA 94598, USA",http://booksforthebarrios.org/,ChIJP73bDDxghYARi5p7Tywu9kk
Deer Lake Trail View,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","158 Brodia Way, Walnut Creek, CA 94598, USA",,ChIJYS71AABhhYAR3bXsneFOB9s
"Michael Ein, Md",Doctor,"doctor, health, point_of_interest, establishment","2645 Comistas Dr, Walnut Creek, CA 94598, USA",,ChIJ__8vZT1ghYAR6Y9VOy6HwlA
Audrey Ellis Memorial Bench,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Ridge Top Trail, Walnut Creek, CA 94598, USA",,ChIJBYOWD1lhhYARg1zndzI30RQ
Luxurious House In Walnut Creek on 1 acre setting,Lodging,"lodging, point_of_interest, establishment","Shell Ridge, CA 94598, USA",,ChIJF4t5ojBghYARdRv2ErJVPX8
RoofEdge RoofEdgeRoofing,Building Materials Store,"building_materials_store, store, point_of_interest, establishment","1023 Wiget Ln, Walnut Creek, CA 94598, USA",,ChIJL12pwrphhYAR_jAzhMQn64M
Jure's Memorial Launching site bench,Tourist Attraction,"tourist_attraction, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJ4QjqOABhhYAR81e5sEyoJeQ
